MSISDN,Start Time,End Time,IP Address,MAC Address,Data Uploaded (KB),Data Downloaded (KB),Destination IP
9803432445,2026-02-18 05:23:00,2026-02-18 05:59:00,204.57.70.165,a6:80:14:a2:9e:33,31,6506,199.159.148.198
9891905865,2026-02-11 20:23:00,2026-02-11 21:50:00,64.155.82.103,44:d3:cd:5d:bd:5e,2646,28897,16.63.150.91
9809477752,2026-02-13 21:23:00,2026-02-13 22:28:00,103.202.149.174,bc:6b:f2:cc:61:d7,3359,15043,50.229.138.107
9807159696,2026-02-08 05:23:00,2026-02-08 05:24:00,148.32.133.36,55:84:7b:60:16:10,2284,74643,246.78.146.240
9869222196,2026-02-15 16:23:00,2026-02-15 16:51:00,175.32.38.250,06:73:65:8d:b5:e0,7311,61841,3.77.168.220
9876038597,2026-02-03 01:23:00,2026-02-03 03:00:00,51.17.73.159,cd:e4:de:3e:1a:72,7340,94962,216.94.85.109
9891022901,2026-03-02 03:23:00,2026-03-02 05:09:00,166.235.227.220,47:5c:94:04:43:6d,4236,17942,126.244.223.38
9874016400,2026-02-17 05:23:00,2026-02-17 06:16:00,51.179.49.133,85:de:9b:2f:70:71,262,21842,85.29.42.43
9830923271,2026-02-17 03:23:00,2026-02-17 04:46:00,17.149.150.89,98:b1:e2:25:38:b4,1807,53942,234.27.35.28
9893792374,2026-02-09 17:23:00,2026-02-09 19:14:00,103.55.100.176,bf:2a:42:ff:c9:23,2482,29243,151.233.90.116
9800766177,2026-02-13 00:23:00,2026-02-13 01:30:00,190.133.60.104,dd:96:01:67:3d:52,7416,90831,247.109.106.177
9873763116,2026-02-17 13:23:00,2026-02-17 14:28:00,240.84.148.133,59:e5:a3:8f:59:ae,153,58781,167.171.124.243
9849578856,2026-02-25 06:23:00,2026-02-25 07:34:00,193.200.235.244,2a:97:b8:1e:12:c0,4513,94117,148.178.72.209
9809477752,2026-02-20 19:23:00,2026-02-20 20:13:00,240.48.41.250,0f:a3:e6:59:19:67,4134,98866,216.134.28.155
9811998679,2026-02-20 02:23:00,2026-02-20 02:33:00,78.64.169.50,2c:87:21:a8:04:1d,2736,80900,135.0.0.67
9837735158,2026-03-02 02:23:00,2026-03-02 03:52:00,230.26.104.78,81:a2:d8:68:3a:ea,7969,22784,1.249.85.15
9829946804,2026-02-07 02:23:00,2026-02-07 02:48:00,203.249.210.104,c7:ca:c2:ab:d1:1b,190,41637,250.140.87.56
9868164535,2026-02-07 12:23:00,2026-02-07 12:24:00,80.205.120.250,07:8b:ca:31:3c:cf,3246,51891,63.192.58.222
9856049451,2026-02-19 21:23:00,2026-02-19 22:24:00,19.113.215.57,ef:0a:b9:f2:87:76,1666,10207,22.225.92.152
9848932528,2026-02-20 02:23:00,2026-02-20 04:22:00,102.173.131.54,b8:fa:a8:68:48:11,6689,33712,206.220.35.93
9833963605,2026-02-03 05:23:00,2026-02-03 06:35:00,71.237.169.128,67:0e:5a:d8:de:51,511,65710,57.103.144.125
9823685160,2026-02-11 16:23:00,2026-02-11 18:17:00,42.70.195.62,37:5d:a0:d0:4d:17,2193,16288,75.83.107.50
9891022901,2026-02-08 07:23:00,2026-02-08 08:37:00,199.210.75.204,32:3a:06:55:77:66,4535,26283,221.61.128.50
9836541458,2026-02-04 19:23:00,2026-02-04 21:22:00,236.192.213.200,1d:98:c8:56:8e:b0,9513,6075,137.52.144.188
9876627028,2026-02-13 13:23:00,2026-02-13 15:01:00,7.41.41.36,91:c3:d2:03:e9:69,2012,90255,42.246.224.223
9829946804,2026-02-06 19:23:00,2026-02-06 21:01:00,66.2.229.129,56:e2:af:bc:76:12,1683,10465,184.234.99.161
9875946474,2026-02-26 05:23:00,2026-02-26 05:59:00,178.82.100.85,d4:49:5b:b8:15:f4,3279,53024,193.4.101.128
9815654527,2026-02-06 05:23:00,2026-02-06 06:02:00,120.195.110.224,ff:45:4d:2f:02:ad,9490,20836,158.130.164.25
9810801326,2026-02-03 21:23:00,2026-02-03 21:57:00,195.87.207.137,d6:db:bf:ab:8a:d1,4561,8992,149.91.124.2
9854516808,2026-02-17 02:23:00,2026-02-17 02:48:00,236.128.10.164,5d:45:d1:f9:33:31,7013,31512,241.53.112.210
9885149368,2026-02-15 22:23:00,2026-02-16 00:20:00,195.42.101.188,e2:80:f6:45:d8:b3,1237,70887,28.53.178.195
9895134332,2026-02-14 15:23:00,2026-02-14 17:08:00,216.220.180.103,46:0e:ec:15:93:16,9920,66438,189.81.243.184
9823285884,2026-02-23 18:23:00,2026-02-23 20:13:00,149.9.213.129,ff:68:a8:29:9e:09,4766,28368,253.65.209.172
9831367837,2026-02-04 20:23:00,2026-02-04 21:18:00,239.234.36.115,23:67:b5:7f:43:3d,2973,3309,97.172.94.233
9857262849,2026-02-13 05:23:00,2026-02-13 07:21:00,91.53.55.161,7e:c9:9e:b0:de:0a,5974,99829,172.36.80.209
9881219136,2026-02-12 22:23:00,2026-02-12 22:49:00,141.162.74.155,3b:e3:37:ad:96:52,1874,13615,48.202.93.5
9824745171,2026-02-18 02:23:00,2026-02-18 04:12:00,165.97.127.126,9b:f1:e6:d6:09:b4,4702,33040,203.36.41.150
9824745171,2026-02-21 12:23:00,2026-02-21 12:50:00,148.76.194.127,b1:a5:84:16:4a:c7,493,55013,115.247.80.86
9816697848,2026-02-03 16:23:00,2026-02-03 18:21:00,69.150.34.30,25:95:60:db:0a:c3,5233,34021,224.72.86.85
9811592124,2026-02-27 23:23:00,2026-02-27 23:53:00,73.115.161.247,65:10:59:4c:f9:44,704,58110,109.241.222.20
9810801326,2026-02-23 10:23:00,2026-02-23 11:10:00,13.52.197.34,50:99:b1:64:a0:07,601,25709,181.63.119.231
9854516808,2026-02-23 23:23:00,2026-02-24 00:14:00,177.158.34.71,c5:ce:60:5f:a8:96,8904,81904,80.14.40.102
9878403690,2026-02-22 10:23:00,2026-02-22 10:38:00,221.104.64.22,82:1f:54:5e:47:76,2193,82232,238.165.111.103
9861796405,2026-02-19 02:23:00,2026-02-19 03:20:00,36.85.254.67,49:42:21:c9:76:7a,8563,29183,175.2.112.199
9856670106,2026-02-04 10:23:00,2026-02-04 12:06:00,23.194.188.46,b3:dc:6f:7f:de:fe,735,36034,122.171.245.180
9871349361,2026-02-15 08:23:00,2026-02-15 09:14:00,142.166.70.110,bf:2c:13:69:ee:a5,9202,59001,8.118.238.170
9811592124,2026-02-20 17:23:00,2026-02-20 18:34:00,128.57.171.76,85:6b:27:14:a5:10,2429,51311,108.188.109.137
9831839335,2026-02-20 06:23:00,2026-02-20 07:49:00,57.73.70.168,58:2e:d0:d0:5d:63,2167,2842,245.212.189.210
9826758692,2026-03-02 18:23:00,2026-03-02 18:36:00,249.251.146.19,57:69:7a:f2:82:d3,4011,76143,122.130.50.160
9871349361,2026-03-03 14:23:00,2026-03-03 14:37:00,98.58.152.232,d5:5d:00:67:8a:3f,2053,72998,153.50.14.220
9877014363,2026-02-21 12:23:00,2026-02-21 14:08:00,51.0.74.245,11:78:e0:34:13:55,2299,71754,2.199.177.197
9829946804,2026-03-02 09:23:00,2026-03-02 09:55:00,192.191.246.178,6d:99:67:0d:8c:db,5438,40157,120.94.57.27
9844997278,2026-02-27 10:23:00,2026-02-27 10:43:00,81.128.97.31,7d:9b:c3:9b:3a:2c,6838,84193,74.143.85.6
9850643171,2026-02-09 10:23:00,2026-02-09 10:36:00,226.244.120.136,25:b6:94:4e:c4:cb,4337,43452,39.197.90.171
9878961183,2026-02-06 11:23:00,2026-02-06 11:32:00,25.112.137.170,97:ff:31:26:69:43,8667,25709,1.195.13.27
9844550229,2026-02-26 18:23:00,2026-02-26 19:41:00,197.167.21.75,aa:65:e0:d4:1e:21,7932,50908,100.167.117.53
9884251354,2026-02-27 12:23:00,2026-02-27 12:40:00,101.169.254.40,1c:c1:a1:04:2f:2e,2402,14099,17.47.186.193
9859514846,2026-02-22 03:23:00,2026-02-22 04:28:00,65.41.241.152,6a:c3:d3:14:5b:3f,8926,85644,86.225.201.138
9893792374,2026-02-09 20:23:00,2026-02-09 21:59:00,28.53.50.153,6b:47:85:63:4d:81,3948,58445,193.197.161.146
9856464170,2026-02-25 07:23:00,2026-02-25 08:33:00,28.141.41.35,fa:e2:8f:d2:4f:68,6992,67644,140.168.160.154
9836541458,2026-02-15 15:23:00,2026-02-15 15:52:00,67.5.80.65,4b:9d:13:ae:9a:3a,9899,30958,153.171.206.53
9882620450,2026-02-08 12:23:00,2026-02-08 12:49:00,242.242.57.144,a9:28:b3:27:39:e2,4409,13475,23.203.28.186
9848932528,2026-02-27 03:23:00,2026-02-27 04:35:00,254.95.49.222,c5:1f:60:3d:b2:84,1187,1265,95.53.72.229
9807159696,2026-02-17 12:23:00,2026-02-17 14:19:00,200.176.38.87,59:d9:71:b1:5a:65,4476,34542,94.101.159.86
9813518233,2026-02-11 23:23:00,2026-02-12 00:13:00,26.182.96.104,85:a9:80:a2:da:08,8203,58347,236.43.201.182
9885574443,2026-02-28 05:23:00,2026-02-28 05:38:00,93.4.230.127,79:93:b3:b5:09:36,8107,40295,105.86.29.188
9852427868,2026-02-10 01:23:00,2026-02-10 02:35:00,79.220.169.21,7e:b1:4c:34:cc:d2,5423,82292,127.103.28.232
9849947174,2026-02-26 08:23:00,2026-02-26 09:40:00,52.196.145.87,5c:86:32:89:02:e4,2791,57220,63.124.202.119
9840196556,2026-02-22 15:23:00,2026-02-22 16:59:00,167.10.53.140,6c:fc:5d:bf:46:cf,9211,50688,8.196.170.119
9891905865,2026-02-21 16:23:00,2026-02-21 16:31:00,169.167.152.4,44:49:bc:42:6a:f0,2775,58835,27.210.69.91
9857986872,2026-02-14 09:23:00,2026-02-14 10:08:00,10.131.39.107,53:a1:42:66:86:98,2393,77701,2.88.254.63
9800379176,2026-02-11 01:23:00,2026-02-11 03:07:00,243.34.120.23,46:52:6c:31:d9:b0,5976,41668,151.46.130.48
9814770054,2026-02-15 22:23:00,2026-02-15 23:20:00,136.41.132.138,33:15:1d:97:2e:ef,5506,83915,150.188.230.223
9833754330,2026-02-16 21:23:00,2026-02-16 22:06:00,113.251.199.180,0e:4a:e2:b7:b3:53,9717,54052,31.66.44.163
9887429671,2026-02-20 09:23:00,2026-02-20 09:24:00,236.85.22.22,3d:f0:b6:12:ae:77,4898,67469,242.253.230.18
9815654527,2026-02-24 11:23:00,2026-02-24 13:21:00,178.195.53.162,f0:de:3f:a2:98:ec,9641,9429,166.6.5.150
9837735158,2026-02-25 20:23:00,2026-02-25 21:11:00,235.4.200.62,7d:2a:0e:dd:06:54,6127,93360,220.178.249.34
9823285884,2026-02-04 13:23:00,2026-02-04 15:02:00,61.66.40.121,ae:ff:c5:04:27:a7,7224,75375,104.158.158.74
9851370985,2026-02-07 19:23:00,2026-02-07 19:42:00,212.152.204.65,29:86:05:72:4e:ce,6143,54986,251.206.49.138
9895171870,2026-02-20 20:23:00,2026-02-20 21:06:00,97.203.11.25,05:a8:ba:bf:d7:99,405,17770,93.28.69.191
9815654527,2026-03-04 01:23:00,2026-03-04 01:24:00,253.171.16.34,28:f3:47:cc:df:a6,6127,71555,142.1.116.82
9875255341,2026-02-22 06:23:00,2026-02-22 06:42:00,152.247.199.87,97:e2:59:8f:e4:18,6187,8891,6.5.248.27
9899856984,2026-03-01 23:23:00,2026-03-01 23:58:00,62.161.37.17,d1:4f:10:3c:07:a4,9074,89348,24.182.172.142
9894406409,2026-03-03 19:23:00,2026-03-03 19:55:00,234.158.216.81,00:86:b5:e7:fa:48,6608,51528,184.211.152.114
9891022901,2026-02-13 10:23:00,2026-02-13 11:37:00,162.102.154.188,e4:95:bc:f8:03:cb,4184,56436,90.125.35.72
9889638346,2026-02-14 09:23:00,2026-02-14 11:17:00,57.9.28.222,f9:36:28:f7:3d:71,4900,27700,192.212.16.113
9870348247,2026-02-24 17:23:00,2026-02-24 18:26:00,51.38.54.101,b9:04:d7:d3:bd:a3,4818,19951,160.248.181.153
9840084271,2026-02-14 23:23:00,2026-02-15 01:19:00,81.89.241.190,e6:88:73:54:98:02,4769,38470,158.75.83.122
9836713695,2026-02-17 15:23:00,2026-02-17 16:02:00,202.17.87.75,b6:f3:5a:c4:00:fa,986,69661,241.231.221.111
9850643171,2026-02-08 00:23:00,2026-02-08 00:54:00,157.79.201.136,33:04:89:35:de:74,9172,14802,209.238.220.10
9872423884,2026-02-22 07:23:00,2026-02-22 07:39:00,215.127.240.236,92:5a:f5:b3:39:08,6173,72688,19.249.207.139
9804556238,2026-02-06 18:23:00,2026-02-06 18:56:00,116.251.77.111,c2:68:3f:ae:15:9a,2587,24305,226.153.58.50
9814737996,2026-02-18 06:23:00,2026-02-18 08:21:00,17.203.226.206,3a:b5:e2:c2:09:1f,3057,78933,184.224.90.132
9800978820,2026-02-08 05:23:00,2026-02-08 06:34:00,1.12.84.189,1d:65:69:b5:97:ba,7078,77377,92.227.153.80
9882620450,2026-02-14 10:23:00,2026-02-14 11:40:00,81.240.84.249,04:e4:38:eb:11:63,4048,89976,38.235.222.131
9862473178,2026-02-20 02:23:00,2026-02-20 02:57:00,167.210.105.208,f1:cf:23:5c:3d:65,2389,69816,110.133.125.49
9875946474,2026-02-25 21:23:00,2026-02-25 22:34:00,116.248.50.225,38:39:f1:cd:68:f9,7518,54018,97.227.23.210
9811998679,2026-02-12 00:23:00,2026-02-12 01:02:00,237.105.220.243,8e:3d:34:64:19:c4,3741,53607,177.144.137.167
9857986872,2026-02-09 06:23:00,2026-02-09 07:55:00,188.186.211.99,00:99:4d:eb:81:02,6087,16182,36.143.116.86
9840084271,2026-02-12 19:23:00,2026-02-12 19:27:00,247.133.49.128,5a:34:45:a6:b7:e4,8322,43489,71.52.158.77
9860883561,2026-02-19 11:23:00,2026-02-19 12:33:00,8.110.94.133,30:36:6b:55:0c:c5,9658,48760,176.80.29.154
9816658760,2026-02-23 19:23:00,2026-02-23 20:19:00,44.22.228.226,87:a6:e2:ad:d9:7c,963,71233,213.112.57.151
9819600133,2026-02-10 07:23:00,2026-02-10 08:19:00,229.239.145.29,37:f6:4d:e2:f5:f3,1084,60754,236.89.86.203
9818506716,2026-02-09 01:23:00,2026-02-09 01:29:00,56.235.78.181,07:55:1a:51:e2:74,1240,31001,145.89.180.11
9867749649,2026-02-18 06:23:00,2026-02-18 06:50:00,55.98.199.91,40:10:35:c6:97:19,9820,40332,61.128.14.60
9893174612,2026-02-09 13:23:00,2026-02-09 15:14:00,13.192.220.116,cd:a5:ea:32:7f:72,7011,12060,16.135.139.221
9867365766,2026-02-28 01:23:00,2026-02-28 02:30:00,11.209.120.156,f4:3f:1d:16:00:e5,5122,6725,180.19.122.25
9859514846,2026-02-14 19:23:00,2026-02-14 19:36:00,138.86.62.89,3f:31:e3:f9:e5:4d,9182,33108,162.123.160.64
9837735158,2026-02-26 09:23:00,2026-02-26 10:50:00,213.94.30.19,5d:81:bc:f5:15:59,4107,15866,123.154.99.179
9882071518,2026-02-25 13:23:00,2026-02-25 15:19:00,69.199.127.212,44:b6:db:0c:df:a1,7259,18846,53.184.5.156
9805466889,2026-03-03 03:23:00,2026-03-03 05:19:00,87.207.204.246,ee:a8:69:ca:0b:7d,1961,69748,239.121.161.181
9844550229,2026-02-18 00:23:00,2026-02-18 01:29:00,91.39.202.235,4b:b7:1c:22:93:61,5399,63332,29.208.45.92
9834624751,2026-02-11 11:23:00,2026-02-11 11:32:00,192.24.62.254,39:df:a3:c0:1d:89,226,33746,92.122.87.129
9820377889,2026-02-07 07:23:00,2026-02-07 09:22:00,175.201.246.35,ee:75:38:59:a6:44,6791,23078,244.228.127.243
9869985435,2026-02-24 22:23:00,2026-02-25 00:17:00,189.49.93.101,5d:ff:f5:8a:21:ff,4913,45329,240.41.197.156
9850240268,2026-02-28 23:23:00,2026-03-01 00:56:00,81.157.222.147,d4:af:ed:bf:bf:6e,1167,42635,64.231.251.65
9847143455,2026-02-14 23:23:00,2026-02-15 00:30:00,233.230.248.11,2d:4d:af:af:91:aa,8835,71661,214.153.56.94
9867468071,2026-02-24 17:23:00,2026-02-24 17:28:00,119.60.221.174,fd:29:c6:f6:35:fc,7771,25148,87.115.8.224
9868164535,2026-02-26 10:23:00,2026-02-26 11:57:00,242.5.177.60,5b:1b:6c:47:62:93,7964,9096,170.226.224.115
9867468071,2026-02-03 22:23:00,2026-02-03 23:14:00,220.9.109.88,20:54:86:15:ba:d2,5793,15081,230.34.111.183
9885149368,2026-02-27 11:23:00,2026-02-27 12:20:00,63.176.1.30,67:cd:a6:6b:90:5c,421,51839,215.92.189.108
9880531003,2026-02-24 15:23:00,2026-02-24 17:14:00,78.102.23.227,e1:6f:13:b8:be:6f,2994,21144,85.241.61.7
9843524082,2026-02-12 06:23:00,2026-02-12 07:27:00,125.11.84.80,21:06:f5:56:fd:9b,1342,68213,107.202.125.227
9800379176,2026-03-01 11:23:00,2026-03-01 12:05:00,111.102.183.21,59:6e:52:8b:c2:1c,1759,2590,21.33.75.107
9816328708,2026-02-09 09:23:00,2026-02-09 11:06:00,118.95.59.65,14:07:29:19:16:5d,2247,43175,11.30.45.252
9837735158,2026-02-15 12:23:00,2026-02-15 12:53:00,243.89.146.168,eb:dc:22:b2:0b:68,9606,63591,41.1.18.181
9803432445,2026-03-01 17:23:00,2026-03-01 18:35:00,132.78.4.72,4e:e7:f0:8a:e1:e5,821,24742,205.135.98.248
9890913341,2026-02-10 06:23:00,2026-02-10 07:17:00,196.225.85.105,03:06:92:87:41:4b,5108,77826,119.202.85.210
9845494808,2026-02-27 07:23:00,2026-02-27 09:21:00,167.78.236.62,51:b4:6f:b3:64:69,6106,50035,237.40.124.102
9852312432,2026-02-03 05:23:00,2026-02-03 06:57:00,201.208.111.218,ac:de:7c:f8:5f:e0,5882,23299,96.106.108.117
9880988516,2026-03-01 04:23:00,2026-03-01 04:42:00,167.24.38.143,5a:44:30:e9:36:e4,5248,15966,86.234.213.36
9827849808,2026-02-15 13:23:00,2026-02-15 13:54:00,1.14.207.27,4b:e6:77:fa:10:83,6446,71189,190.135.131.225
9803432445,2026-02-20 14:23:00,2026-02-20 15:13:00,127.52.188.166,70:00:4f:25:ed:90,810,295,44.150.100.216
9869985435,2026-02-26 16:23:00,2026-02-26 17:56:00,165.243.67.213,95:2d:be:be:2b:3d,9994,20846,151.47.34.84
9899809402,2026-02-17 03:23:00,2026-02-17 05:20:00,120.188.243.1,64:ab:5a:2f:4c:22,5898,73033,169.106.82.240
9890229413,2026-02-24 13:23:00,2026-02-24 15:07:00,46.33.197.92,93:39:8d:46:87:0d,8923,24501,241.222.239.119
9867749649,2026-02-04 16:23:00,2026-02-04 18:09:00,246.222.187.167,c3:07:ea:56:5f:a1,7999,69491,93.64.155.28
9867749649,2026-02-15 04:23:00,2026-02-15 06:20:00,117.2.233.43,82:1e:b5:2c:71:82,9550,27528,56.3.197.3
9853315869,2026-03-01 08:23:00,2026-03-01 10:19:00,149.218.170.26,6b:56:81:ff:bf:06,9014,93069,119.151.3.9
9852312432,2026-02-15 04:23:00,2026-02-15 04:39:00,144.220.25.84,70:ca:b2:1c:0c:fb,7937,25054,56.171.171.94
9864887719,2026-02-04 05:23:00,2026-02-04 06:39:00,99.27.228.124,e6:7f:96:76:19:48,2289,35520,156.139.251.49
9809521456,2026-02-21 08:23:00,2026-02-21 10:21:00,33.106.213.73,0d:13:e1:fc:16:18,1627,34259,201.194.30.120
9829946804,2026-02-15 05:23:00,2026-02-15 07:01:00,42.239.46.104,9e:e2:64:79:14:9f,2096,88378,227.83.145.70
9816658760,2026-03-02 06:23:00,2026-03-02 06:59:00,161.181.78.248,db:62:6f:85:3c:b9,4996,14880,239.103.30.238
9861201836,2026-02-17 02:23:00,2026-02-17 03:30:00,124.242.213.221,92:94:9c:33:99:8d,1723,99964,176.18.114.64
9868164535,2026-02-26 16:23:00,2026-02-26 18:05:00,15.42.249.41,0f:a7:55:5d:0a:c3,7745,91214,93.119.229.28
9879740344,2026-02-09 02:23:00,2026-02-09 04:07:00,109.110.71.54,d7:ff:45:bf:21:00,9809,66273,164.196.147.41
9848932528,2026-02-14 21:23:00,2026-02-14 21:28:00,155.0.186.145,e2:52:34:b9:c8:5d,4226,15769,117.120.57.18
9800471138,2026-03-03 09:23:00,2026-03-03 09:54:00,6.5.229.120,6a:e1:88:89:35:01,1699,54591,135.146.72.225
9807159696,2026-02-10 19:23:00,2026-02-10 20:05:00,35.73.134.182,3d:ed:76:93:39:36,446,43953,105.141.230.14
9885574443,2026-02-17 00:23:00,2026-02-17 01:31:00,112.65.236.4,1a:4b:22:97:4b:e6,5384,94974,170.204.156.81
9831367837,2026-02-11 11:23:00,2026-02-11 12:48:00,170.16.195.216,04:13:07:c8:d4:31,1492,33857,79.0.168.247
9853315869,2026-02-03 21:23:00,2026-02-03 22:47:00,189.168.12.143,22:e9:80:5a:e9:31,7674,20254,212.17.173.160
9806594013,2026-02-19 23:23:00,2026-02-20 01:21:00,218.63.184.155,4b:54:28:10:a6:18,2909,86677,80.239.179.44
9833963605,2026-03-04 00:23:00,2026-03-04 02:23:00,32.61.62.131,9a:c7:cc:86:85:4c,1438,12132,110.14.249.130
9874989413,2026-02-07 10:23:00,2026-02-07 11:37:00,127.135.27.173,3a:59:91:02:26:4e,6424,75446,115.230.208.90
9895171870,2026-02-02 13:23:00,2026-02-02 13:29:00,240.55.249.138,63:86:9a:17:8a:f6,1192,63078,34.208.173.205
9850643171,2026-02-20 17:23:00,2026-02-20 17:52:00,239.140.222.129,dd:b5:8c:9a:e0:54,4435,90870,29.231.77.65
9875255341,2026-02-11 14:23:00,2026-02-11 16:05:00,124.228.126.31,a1:ce:eb:b5:57:98,6612,10612,64.35.134.93
9810801326,2026-02-10 00:23:00,2026-02-10 02:23:00,12.181.223.27,51:0a:f1:9b:c0:8a,2094,8116,106.83.185.155
9848932528,2026-02-23 08:23:00,2026-02-23 09:11:00,53.85.40.106,10:ca:5f:64:58:12,4239,5940,172.17.249.162
9847679764,2026-02-02 11:23:00,2026-02-02 12:00:00,3.17.71.56,95:54:39:8f:91:d8,186,80941,130.233.207.171
9810762268,2026-02-24 16:23:00,2026-02-24 16:37:00,93.128.141.211,b5:ed:97:26:96:e3,7449,97027,83.144.252.215
9861201836,2026-02-11 13:23:00,2026-02-11 14:35:00,250.95.16.138,0e:81:d6:77:ae:30,9453,73688,163.68.102.4
9872423884,2026-02-02 19:23:00,2026-02-02 20:09:00,236.145.162.122,47:36:fa:73:bd:e7,278,48154,79.107.201.39
9841395376,2026-02-25 16:23:00,2026-02-25 16:30:00,237.50.172.195,a3:93:4d:0a:e8:8d,6317,35107,169.4.51.20
9843699577,2026-02-15 13:23:00,2026-02-15 13:43:00,201.136.206.96,d3:00:cf:0b:bc:0f,487,10225,254.248.155.51
9812419049,2026-02-08 00:23:00,2026-02-08 01:13:00,40.67.58.98,6c:a2:43:51:25:9b,6918,31266,104.218.111.240
9877449058,2026-02-06 00:23:00,2026-02-06 01:43:00,209.47.245.128,07:0b:8e:1f:fa:12,3365,18360,236.119.206.40
9857262849,2026-02-23 10:23:00,2026-02-23 12:00:00,54.176.202.247,51:29:16:b0:4a:ed,540,84096,207.254.108.118
9816658760,2026-02-05 14:23:00,2026-02-05 16:05:00,77.125.224.117,d9:3f:58:69:28:58,2268,89142,123.75.154.80
9850752735,2026-02-20 18:23:00,2026-02-20 20:12:00,44.175.238.100,96:e4:56:40:ee:e6,1243,56110,144.68.201.37
9847143455,2026-03-03 06:23:00,2026-03-03 07:05:00,155.106.243.223,6b:5e:20:11:9d:54,3204,19671,52.237.17.200
9829042284,2026-02-10 02:23:00,2026-02-10 02:51:00,25.66.133.138,be:25:52:63:17:09,7085,25373,198.213.111.157
9861796405,2026-02-09 08:23:00,2026-02-09 09:45:00,186.211.214.50,3b:f0:52:fe:a6:6e,7365,79577,118.74.166.176
9864746872,2026-02-11 15:23:00,2026-02-11 16:01:00,138.103.108.152,61:51:2c:a2:82:5f,8407,90476,213.97.42.85
9893174612,2026-02-12 13:23:00,2026-02-12 14:49:00,11.42.80.191,92:78:53:3d:c9:21,1474,83868,193.34.192.3
9836541458,2026-02-12 12:23:00,2026-02-12 12:36:00,133.173.3.88,d0:f6:95:3b:da:c7,955,1254,38.66.52.74
9892832764,2026-02-12 17:23:00,2026-02-12 18:04:00,125.26.170.172,a4:5f:1d:ef:6f:14,6276,6790,144.239.248.138
9800766177,2026-02-04 17:23:00,2026-02-04 19:05:00,74.117.25.246,27:54:bd:a0:52:a0,9543,31120,55.4.209.81
9873763116,2026-02-24 14:23:00,2026-02-24 15:06:00,99.247.121.183,fd:4e:ad:89:53:f9,1328,28976,2.165.7.27
9864887719,2026-02-21 14:23:00,2026-02-21 15:50:00,112.61.197.252,b5:71:8c:26:91:df,9558,47079,226.176.34.40
9823281206,2026-02-07 03:23:00,2026-02-07 03:40:00,238.192.211.12,c9:ec:9d:1b:a7:a8,6957,14434,249.170.187.178
9821818835,2026-02-16 02:23:00,2026-02-16 02:46:00,76.198.245.204,c1:a6:78:4f:fd:75,8980,81152,123.237.210.70
9861796405,2026-03-01 20:23:00,2026-03-01 21:12:00,40.106.254.102,91:28:d6:74:4e:ec,5722,24726,18.225.175.191
9883242102,2026-02-12 08:23:00,2026-02-12 10:13:00,209.110.128.93,28:9f:ac:09:c8:52,3645,70109,124.242.218.105
9892832764,2026-02-09 06:23:00,2026-02-09 06:50:00,91.63.186.164,e5:27:5b:2b:90:2e,7914,6479,139.192.199.204
9857262849,2026-02-07 14:23:00,2026-02-07 15:35:00,43.21.191.44,da:57:d3:c4:97:f9,4715,14677,1.129.103.219
9854516808,2026-02-07 18:23:00,2026-02-07 19:07:00,56.133.161.20,10:a4:bf:7c:be:86,8541,38977,243.27.129.192
9818495931,2026-02-15 15:23:00,2026-02-15 17:04:00,102.102.58.141,3c:f7:9b:3f:7a:f7,6574,45074,164.226.240.201
9871012269,2026-02-22 12:23:00,2026-02-22 14:21:00,62.144.92.160,52:d3:5b:9c:0c:53,6409,98866,242.108.142.226
9819600133,2026-02-17 19:23:00,2026-02-17 20:40:00,205.1.72.83,c3:7c:e9:8b:d5:ad,5229,97261,130.225.240.57
9880793597,2026-02-27 07:23:00,2026-02-27 09:07:00,21.246.155.11,59:39:eb:f7:86:9b,2645,35562,153.29.185.44
9839421047,2026-02-13 02:23:00,2026-02-13 03:42:00,106.76.130.69,eb:dd:0a:dc:fd:80,1484,82518,241.226.71.5
9880988516,2026-02-08 20:23:00,2026-02-08 21:58:00,86.221.150.161,4b:5b:8c:e6:ed:c5,1023,23903,187.166.67.195
9863421607,2026-02-08 09:23:00,2026-02-08 10:02:00,175.15.209.144,ea:66:cd:a8:e2:79,1780,68022,37.87.219.247
9850983930,2026-02-04 17:23:00,2026-02-04 19:23:00,216.24.113.253,d6:3d:80:ab:8b:0f,8711,90123,141.17.37.227
9831727889,2026-02-22 21:23:00,2026-02-22 22:27:00,231.238.43.35,36:5c:69:68:fd:7e,5354,72824,130.19.124.81
9844935348,2026-02-19 07:23:00,2026-02-19 08:49:00,152.154.117.163,32:4e:08:74:90:54,7978,37793,40.58.178.91
9880793597,2026-02-26 03:23:00,2026-02-26 04:24:00,206.112.136.123,82:05:63:c3:c1:e7,4679,32471,74.97.28.20
9892832764,2026-02-12 16:23:00,2026-02-12 16:25:00,108.114.215.189,66:e2:2d:98:51:f8,9214,54018,111.186.151.121
9851370985,2026-02-14 14:23:00,2026-02-14 15:37:00,111.231.144.162,3b:7c:b5:f0:f5:a8,8644,82701,45.154.168.156
9819600133,2026-02-27 10:23:00,2026-02-27 12:04:00,211.71.152.224,99:ba:df:d7:5f:00,606,81739,250.239.152.84
9851333872,2026-02-02 13:23:00,2026-02-02 13:42:00,233.208.247.103,46:99:88:53:95:91,2050,71279,188.51.190.46
